BMapID	ExpID	Exp Name	Year	1st Author	PubMed	Diagnosis	Stimulus Mod	Stimulus Type	Response Mod	Response Type	Instructions	Context	Paradigm	Behavior	Activation	#Subj
10030075	1	Correct Responses > Incorrect Responses	Cognitive Brain Research	2005	de Zubicaray G I	15722213	Normals	Visual	Words	Hand, None	Button Press, None	Recall	Normal Mapping	Cued Explicit Recognition/Recall	Cognition.Memory.Explicit	Y	14
10030075	2	Low Frequency > High Frequency, Correct Responses 	Cognitive Brain Research	2005	de Zubicaray G I	15722213	Normals	Visual	Words	Hand	Button Press	Recall	Normal Mapping	Cued Explicit Recognition/Recall	Cognition.Memory.Explicit	Y	14
10030075	3	Second Presentation > First Presentation, Correct Responses	Cognitive Brain Research	2005	de Zubicaray G I	15722213	Normals	Visual	Words	Hand, None	Button Press, None	Recall	Normal Mapping	Cued Explicit Recognition/Recall	Cognition.Memory.Explicit	Y	14
10030075	4	Second Presentation < First Presentation, Correct Responses	Cognitive Brain Research	2005	de Zubicaray G I	15722213	Normals	Visual	Words	Hand, None	Button Press, None	Recall	Normal Mapping	Cued Explicit Recognition/Recall	Cognition.Memory.Explicit	Y	14
10030075	5	Unstudied Words > Studied Words, Correct Responses	Cognitive Brain Research	2005	de Zubicaray G I	15722213	Normals	Visual	Words	Hand, None	Button Press, None	Recall	Normal Mapping	Cued Explicit Recognition/Recall	Cognition.Memory.Explicit	Y	14
10030075	6	Studied Words > Second Presentation Words, Correct Responses	Cognitive Brain Research	2005	de Zubicaray G I	15722213	Normals	Visual	Words	Hand, None	Button Press, None	Recall	Normal Mapping	Cued Explicit Recognition/Recall	Cognition.Memory.Explicit	Y	14
10030076	1	Linear Correlation Between Age and Activation	NeuroImage	2002	Adleman N E	11969318	Normals	Visual	Words	Oral/Facial	Speech	Name	Age Effects	Stroop	Cognition.Attention	Y	8
10030076	2	Young Adult Group Average	NeuroImage	2002	Adleman N E	11969318	Normals	Visual	Letters, Words	Oral/Facial	Speech	Name	Normal Mapping	Stroop	Cognition.Attention	Y	11
10030076	3	Normal Adults - Normal Children	NeuroImage	2002	Adleman N E	11969318	Normals	Visual	Words	Oral/Facial	Speech	Name	Age Effects	Stroop	Cognition.Attention	Y	8
10030076	4	Normal Adults - Normal Adolescents	NeuroImage	2002	Adleman N E	11969318	Normals	Visual	Words	Oral/Facial	Speech	Name	Age Effects	Stroop	Cognition.Attention	Y	11
10030076	5	Normal Adolescents - Normal Children	NeuroImage	2002	Adleman N E	11969318	Normals	Visual	Words	Oral/Facial	Speech	Name	Age Effects	Stroop	Cognition.Attention	Y	8
10030077	1	False Recognition Task > Fixation, Old Word Pair, Alcohol Dependent Patients	Alcoholism: Clinical and Experimental Research	2007	Akine Y	17624993	Alcoholism	Visual	Fixation Point, Words	Hand, None	Button Press, None	Fixate, Recall	Disease Effects	Cued Explicit Recognition/Recall	Cognition.Memory.Explicit	Y	9
10030077	2	False Recognition Task > Fixation, Old Word Pair, Healthy Controls	Alcoholism: Clinical and Experimental Research	2007	Akine Y	17624993	Normals	Visual	Fixation Point, Words	Hand, None	Button Press, None	Fixate, Recall	Normal Mapping	Cued Explicit Recognition/Recall	Cognition.Memory.Explicit	Y	9
10030077	3	False Recognition Task > Fixation, Old Word Pair, Alcohol Dependent Patients < Healthy Controls	Alcoholism: Clinical and Experimental Research	2007	Akine Y	17624993	Alcoholism, Normals	Visual	Fixation Point, Words	Hand, None	Button Press, None	Fixate, Recall	Disease Effects	Cued Explicit Recognition/Recall	Cognition.Memory.Explicit	Y	9
10030077	4	False Recognition Task > Fixation, Related Lure Pair, Alcohol Dependent	Alcoholism: Clinical and Experimental Research	2007	Akine Y	17624993	Alcoholism	Visual	Fixation Point, Words	Hand, None	Button Press, None	Fixate, Recall	Disease Effects	Cued Explicit Recognition/Recall	Cognition.Memory.Explicit	Y	9
10030077	5	False Recognition Task > Fixation, Related Lure Pair, Healthy Controls	Alcoholism: Clinical and Experimental Research	2007	Akine Y	17624993	Normals	Visual	Fixation Point, Words	Hand, None	Button Press, None	Fixate, Recall	Normal Mapping	Cued Explicit Recognition/Recall	Cognition.Memory.Explicit	Y	9
10030077	6	False Recognition Task > Fixation, Related Lure Pair, Alcohol Dependent < Healthy Controls	Alcoholism: Clinical and Experimental Research	2007	Akine Y	17624993	Alcoholism, Normals	Visual	Fixation Point, Words	Hand, None	Button Press, None	Fixate, Recall	Disease Effects	Cued Explicit Recognition/Recall	Cognition.Memory.Explicit	Y	9
10030078	1	Alzheimer's Disease < Healthy Controls, Glucose Metabolism	American Journal of Psychiatry	2002	Alexander G E	11986126	Alzheimer's Disease, Normals	None	None	None	None	Passive/Rest	Disease Effects	Rest	Action.Rest	Y	14
10030078	2	Baseline Scan > 1 Year Follow Up, Alzheimer's Disease	American Journal of Psychiatry	2002	Alexander G E	11986126	Alzheimer's Disease	None	None	None	None	Passive/Rest	Disease Effects	Rest	Action.Rest	Y	14
10030079	1	(3 Letter + 5 Letter + 8 Letter, Long and Short Delay) - Arrow Task	Psychiatry Research	2007	Altamura M	17292590	Normals	Visual	Letters, Symbols	Hand	Button Press	Discriminate, Recall	Normal Mapping	Delayed Match to Sample	Cognition.Memory.Working	Y	18
10030079	2	3 Letters, Short Delay - Arrow Task	Psychiatry Research	2007	Altamura M	17292590	Normals	Visual	Letters, Symbols	Hand	Button Press	Discriminate, Recall	Normal Mapping	Delayed Match to Sample	Cognition.Memory.Working	Y	18
10030079	3	3 Letters, Long Delay - Arrow Task	Psychiatry Research	2007	Altamura M	17292590	Normals	Visual	Letters, Symbols	Hand	Button Press	Discriminate, Recall	Normal Mapping	Delayed Match to Sample	Cognition.Memory.Working	Y	18
10030079	4	5 Letters, Short Delay - Arrow Task	Psychiatry Research	2007	Altamura M	17292590	Normals	Visual	Letters, Symbols	Hand	Button Press	Discriminate, Recall	Normal Mapping	Delayed Match to Sample	Cognition.Memory.Working	Y	18
10030079	5	5 Letters, Long Delay - Arrow Task	Psychiatry Research	2007	Altamura M	17292590	Normals	Visual	Letters, Symbols	Hand	Button Press	Discriminate, Recall	Normal Mapping	Delayed Match to Sample	Cognition.Memory.Working	Y	18
10030079	6	8 Letters, Short Delay - Arrow Task	Psychiatry Research	2007	Altamura M	17292590	Normals	Visual	Letters, Symbols	Hand	Button Press	Discriminate, Recall	Normal Mapping	Delayed Match to Sample	Cognition.Memory.Working	Y	18
10030079	7	8 Letters, Long Delay - Arrow Task	Psychiatry Research	2007	Altamura M	17292590	Normals	Visual	Letters, Symbols	Hand	Button Press	Discriminate, Recall	Normal Mapping	Delayed Match to Sample	Cognition.Memory.Working	Y	18
10030079	8	Load Effects	Psychiatry Research	2007	Altamura M	17292590	Normals	Visual	Letters	Hand	Button Press	Recall	Normal Mapping	Delayed Match to Sample	Cognition.Memory.Working	Y	18
10030079	9	Delay Effects	Psychiatry Research	2007	Altamura M	17292590	Normals	Visual	Letters	Hand	Button Press	Recall	Normal Mapping	Delayed Match to Sample	Cognition.Memory.Working, Cognition.Time	Y	18
10030080	1	Healthy Controls > Mild Alzheimer's Disease, Multivariate Analysis	Journal of Cerebral Blood Flow and Metabolism	2008	Asllani I	17960142	Alzheimer's Disease, Normals	None	None	None	None	Passive/Rest	Disease Effects	Rest	Action.Rest	Y	12
10030080	2	Healthy Controls > Mild Alzheimer's Disease, Univariate Analysis	Journal of Cerebral Blood Flow and Metabolism	2008	Asllani I	17960142	Alzheimer's Disease, Normals	None	None	None	None	Passive/Rest	Disease Effects	Rest	Action.Rest	Y	12
10030081	1	Go vs. Fixation, Healthy Controls	Neurobiology of Aging	2009	Baglio F	19188005	Normals	Visual	Fixation Point, Letters	Hand, None	Button Press, None	Discriminate, Fixate	Normal Mapping	Go/No-Go	Action.Execution, Cognition.Attention	Y	11
10030081	2	Go vs. Fixation, Parkinson's Disease Patients	Neurobiology of Aging	2009	Baglio F	19188005	Parkinson's Disease	Visual	Fixation Point, Letters	Hand, None	Button Press, None	Discriminate, Fixate	Disease Effects	Go/No-Go	Action.Execution, Cognition.Attention	Y	15
10030081	3	NoGo vs. Fixation, Healthy Controls	Neurobiology of Aging	2009	Baglio F	19188005	Normals	Visual	Fixation Point, Letters	None	None	Discriminate, Fixate	Normal Mapping	Go/No-Go	Action.Inhibition, Cognition.Attention	Y	11
10030081	4	NoGo vs. Fixation, Parkinson's Disease Patients	Neurobiology of Aging	2009	Baglio F	19188005	Parkinson's Disease	Visual	Fixation Point, Letters	None	None	Discriminate, Fixate	Disease Effects	Go/No-Go	Action.Inhibition, Cognition.Attention	Y	15
10030081	5	Controls > Parkinson's Disease Patients, Go	Neurobiology of Aging	2009	Baglio F	19188005	Normals, Parkinson's Disease	Visual	Letters	Hand, None	Button Press, None	Discriminate	Disease Effects	Go/No-Go	Action.Execution, Cognition.Attention	Y	11
10030081	6	Controls > Parkinson's Disease Patients, NoGo	Neurobiology of Aging	2009	Baglio F	19188005	Normals, Parkinson's Disease	Visual	Letters	None	None	Discriminate	Disease Effects	Go/No-Go	Action.Inhibition, Cognition.Attention	Y	11
10030081	7	Controls < Parkinson's Disease Patients, NoGo	Neurobiology of Aging	2009	Baglio F	19188005	Normals, Parkinson's Disease	Visual	Letters	None	None	Discriminate	Disease Effects	Go/No-Go	Action.Inhibition, Cognition.Attention	Y	11
10030082	1	Auditory Response Naming > Rest, Fixed Effects Analysis	Archives of Neurology	2002	Balsamo L M	12117366	Normals	Auditory, None	None, Words	None	None	Name, Passive/Rest	Normal Mapping	Naming (Covert)	Cognition.Language.Semantics, Cognition.Language.Speech	Y	11
10030082	2	Auditory Response Naming vs. Rest, Multisubject Conjunction Analysis	Archives of Neurology	2002	Balsamo L M	12117366	Normals	Auditory, None	None, Words	None	None	Name, Passive/Rest	Normal Mapping	Naming (Covert)	Cognition.Language.Semantics, Cognition.Language.Speech	Y	11
10030083	1	Morphine > Saline	Anesthesia and Analgesia	2006	Becerra L R	16790655	Normals	None	None	None	None	Passive/Rest	Drug Effects	Rest	Action.Rest, Pharmacology.Opioids	Y	8
10030084	1	No/Go - Go, Non-Exposed, Correct Trials	Neurotoxicology and Teratology	2009	Bennett D S	19351556	Normals	Visual	Letters	Hand, None	Button Press, None	Discriminate	Normal Mapping	Go/No-Go	Action.Inhibition, Cognition.Attention	Y	11
10030084	2	No/Go - Go, Prenatal Tobacco Exposed, Correct Trials	Neurotoxicology and Teratology	2009	Bennett D S	19351556	Normals	Visual	Letters	Hand, None	Button Press, None	Discriminate	Normal Mapping	Go/No-Go	Action.Inhibition, Cognition.Attention	Y	7
10030084	3	Non-Exposed > Prenatal Tobacco Exposed, Correct No/Go - Correct Go	Neurotoxicology and Teratology	2009	Bennett D S	19351556	Normals	Visual	Letters	Hand, None	Button Press, None	Discriminate	Drug Effects	Go/No-Go	Action.Inhibition, Cognition.Attention, Pharmacology.Nicotine	Y	7
10030084	4	Prenatal Tobacco Exposed > Non-Exposed, Correct No/Go - Correct Go	Neurotoxicology and Teratology	2009	Bennett D S	19351556	Normals	Visual	Letters	Hand, None	Button Press, None	Discriminate	Drug Effects	Go/No-Go	Action.Inhibition, Cognition.Attention, Pharmacology.Nicotine	Y	7
10030085	1	Negative Words vs. Control Words	Neuropsychologia	2008	Chan S W Y	18601940	Normals	Visual	Words	Hand	Button Press	Attend, Discriminate	Normal Mapping	Semantic Monitor/Discrimination	Cognition.Language.Semantics	Y	10
10030085	2	Positive Words vs. Control Words	Neuropsychologia	2008	Chan S W Y	18601940	Normals	Visual	Words	Hand	Button Press	Attend, Discriminate	Normal Mapping	Semantic Monitor/Discrimination	Cognition.Language.Semantics	Y	10
10030085	3	Positive Words vs. Negative Words	Neuropsychologia	2008	Chan S W Y	18601940	Normals	Visual	Words	Hand	Button Press	Discriminate	Normal Mapping	Semantic Monitor/Discrimination	Cognition.Language.Semantics	Y	10
10030085	4	Negative Words vs. Positive Words	Neuropsychologia	2008	Chan S W Y	18601940	Normals	Visual	Words	Hand	Button Press	Discriminate	Normal Mapping	Semantic Monitor/Discrimination	Cognition.Language.Semantics	Y	10
10030085	5	Negative Words > Positive Words, High N Scores vs. Low N Scores	Neuropsychologia	2008	Chan S W Y	18601940	Normals	Visual	Words	Hand	Button Press	Discriminate	Normal Mapping	Semantic Monitor/Discrimination	Cognition.Language.Semantics	Y	10
10030085	6	Positive Correlations with N, Negative Words	Neuropsychologia	2008	Chan S W Y	18601940	Normals	Visual	Words	Hand	Button Press	Discriminate	Normal Mapping	Semantic Monitor/Discrimination	Cognition.Language.Semantics	Y	10
10030085	7	Positive Correlations with N, Positive Words	Neuropsychologia	2008	Chan S W Y	18601940	Normals	Visual	Words	Hand	Button Press	Discriminate	Normal Mapping	Semantic Monitor/Discrimination	Cognition.Language.Semantics	Y	10
10030085	8	Negative Correlations with N, Positive Remembered	Neuropsychologia	2008	Chan S W Y	18601940	Normals	Visual	Words	Hand	Button Press	Recall	Normal Mapping	Cued Explicit Recognition/Recall	Cognition.Memory.Explicit	Y	10
10030085	9	Negative Correlations with N, Negative Remembered	Neuropsychologia	2008	Chan S W Y	18601940	Normals	Visual	Words	Hand	Button Press	Recall	Normal Mapping	Cued Explicit Recognition/Recall	Cognition.Memory.Explicit	Y	10
10030085	10	Correlations with Categorization and Recognition of Negative Words	Neuropsychologia	2008	Chan S W Y	18601940	Normals	Visual	Words	Hand	Button Press	Discriminate, Recall	Normal Mapping	Cued Explicit Recognition/Recall, Semantic Monitor/Discrimination	Cognition.Language.Semantics, Cognition.Memory.Explicit	Y	10
10030086	1	(Noun-Noun + Verb-Verb) - Rest, Good Recovery Aphasia Patients, 2 Months After Stroke	European Journal of Physical and Rehabilitation Medicine	2009	De Boissezon X	20032914	Aphasia	Auditory, None	None, Words	None, Oral/Facial	None, Speech	Generate, Passive/Rest	Disease Effects	Naming (Overt)	Action.Execution.Speech, Cognition.Language.Semantics, Cognition.Language.Speech	Y	6
10030086	2	(Noun-Noun + Verb-Verb) - Rest, Good Recovery Aphasia Patients, 14 months After the Stroke	European Journal of Physical and Rehabilitation Medicine	2009	De Boissezon X	20032914	Aphasia	Auditory, None	None, Words	None, Oral/Facial	None, Speech	Generate, Passive/Rest	Disease Effects	Naming (Overt)	Action.Execution.Speech, Cognition.Language.Semantics, Cognition.Language.Speech	Y	6
10030086	3	(Noun-Noun + Verb-Verb) - Rest, Poor Recovery Aphasia Patients, 2 Months After Stroke	European Journal of Physical and Rehabilitation Medicine	2009	De Boissezon X	20032914	Aphasia	Auditory, None	None, Words	None, Oral/Facial	None, Speech	Generate, Passive/Rest	Disease Effects	Naming (Overt)	Action.Execution.Speech, Cognition.Language.Semantics, Cognition.Language.Speech	Y	7
10030086	4	(Noun-Noun + Verb-Verb) - Rest, Poor Recovery Aphasia Patients, 14 Months After Stroke	European Journal of Physical and Rehabilitation Medicine	2009	De Boissezon X	20032914	Aphasia	Auditory, None	None, Words	None, Oral/Facial	None, Speech	Generate, Passive/Rest	Disease Effects	Naming (Overt)	Action.Execution.Speech, Cognition.Language.Semantics, Cognition.Language.Speech	Y	7
10030086	5	14 Months After Stroke > 2 Months After Stroke,  Good Recovery Aphasia Patients	European Journal of Physical and Rehabilitation Medicine	2009	De Boissezon X	20032914	Aphasia	Auditory	Words	Oral/Facial	Speech	Generate	Disease Effects	Naming (Overt)	Action.Execution.Speech, Cognition.Language.Semantics, Cognition.Language.Speech	Y	6
10030086	6	2 Months After Stroke > 14 Months After Stroke, Good Recovery Aphasia Patients	European Journal of Physical and Rehabilitation Medicine	2009	De Boissezon X	20032914	Aphasia	Auditory	Words	Oral/Facial	Speech	Generate	Disease Effects	Naming (Overt)	Action.Execution.Speech, Cognition.Language.Semantics, Cognition.Language.Speech	Y	6
10030086	7	14 Months After Stroke > 2 Months After Stroke, Poor Recovery Aphasia Patients	European Journal of Physical and Rehabilitation Medicine	2009	De Boissezon X	20032914	Aphasia	Auditory	Words	Oral/Facial	Speech	Generate	Disease Effects	Naming (Overt)	Action.Execution.Speech, Cognition.Language.Semantics, Cognition.Language.Speech	Y	7
10030086	8	2 Months After Stroke > 14 Months After Stroke, Poor Recovery Aphasia Patients	European Journal of Physical and Rehabilitation Medicine	2009	De Boissezon X	20032914	Aphasia	Auditory	Words	Oral/Facial	Speech	Generate	Disease Effects	Naming (Overt)	Action.Execution.Speech, Cognition.Language.Semantics, Cognition.Language.Speech	Y	7
10030086	9	Positive Correlation with Performance, ((Noun-Noun + Verb-Verb) - Rest), All Aphasic Patients	European Journal of Physical and Rehabilitation Medicine	2009	De Boissezon X	20032914	Aphasia	Auditory, None	None, Words	None, Oral/Facial	None, Speech	Generate, Passive/Rest	Disease Effects	Naming (Overt)	Action.Execution.Speech, Cognition.Language.Semantics, Cognition.Language.Speech	Y	6
10030087	1	Thermal Pain > Laser Pain	Human Brain Mapping	2008	Helmchen C	17924552	Normals	Tactile	Heat	Hand	Flexion/Extension	Detect	Normal Mapping	Pain Monitor/Discrimination	Perception.Somesthesis.Pain	Y	14
10030087	2	Thermal Pain = Laser Pain	Human Brain Mapping	2008	Helmchen C	17924552	Normals	Tactile	Heat	Hand	Flexion/Extension	Detect	Normal Mapping	Pain Monitor/Discrimination	Perception.Somesthesis.Pain	Y	14
10030088	1	Healthy Controls > Family History of Alcohol Dependence	Alcoholism: Clinical and Experimental Research	2007	Hill S	18034695	Family History of Alcoholism, Normals	Visual	Pictures, Words	Hand	Button Press	Discriminate	Disease Effects	Face Monitor/Discrimination, Theory of Mind	Cognition, Emotion	Y	8
10030089	1	High Pain > Low Pain	Human Brain Mapping	2006	Kong J	16342273	Normals	Tactile	Heat	Hand	Button Press	Attend	Normal Mapping	Pain Monitor/Discrimination	Perception.Somesthesis.Pain	Y	16
10030089	2	Pain Intensity Evaluation > Target Matching	Human Brain Mapping	2006	Kong J	16342273	Normals	Visual	Digits, Words	Hand	Button Press	Attend	Normal Mapping	Pain Monitor/Discrimination	Perception.Somesthesis.Pain	Y	16
10030090	1	Fearful Faces > Passive Viewing	Biological Psychiatry	2009	Lau J Y F	18950748	Major Depressive Disorder (MDD), Normals	Visual	Faces, Words	Hand, None	Button Press, None	Attend, Discriminate	Disease Effects	Face Monitor/Discrimination	Emotion.Fear	Y	31
